videoApperanceCount,videosDiggCountAvg,videosShareCountAvg,videosPlayCountAvg,videosCollectCountAvg,videosCommentCountAvg,videoDurationAvg,videosCaptionsCombinedText,combinedTextLanguage,authorMeta/digg,authorMeta/fans,authorMeta/following,authorMeta/friends,authorMeta/heart,authorMeta/id,authorMeta/name,authorMeta/nickName,authorMeta/signature,authorMeta/verified,authorMeta/video,authorMeta/profileUrl
2,15954.5,617.5,632000.0,4178.0,55.5,72.5,เรียงลำดับ Skincare ลดรอยสิวกู้หน้าหมองคล้ำ #รีวิวบิวตี้ #skincare #ผิวกระจ่างใส #skincaretips #รีวิวสกินแคร์ Skincare กระชับรูขุมขน ซ้ำ ไม่ซ้ำ ใช้เองรีวิวเอง ชอบเองทุกชิ้น ##รีวิวบิวตี้##skincare##skincareroutine##กระชับรูขุมขน##รูขุมขนกระชับ,th,635,34600,24,0,1400000,7428835783894860807,g.granviia.th,Skinwithgg,* 🩰 : sirikornleelasintham25@gmail.com Ig: ggranviia,False,313,https://www.tiktok.com/@g.granviia.th
1,2156.0,528.0,75400.0,332.0,113.0,262.0,โปรตีนชุบชีวิตฉันได้ยังไงไปฟังงงง #สุขภาพดี #ดูแลตัวเอง #รักตัวเอง #โปรตีนพืช #nutrilite,th,1072,782,45,0,4100,7527536895727911952,natchagrowsup,👩🏻‍🍳นัชชาอยากกินอะไร🍯🐝,**โปรดระวังของปลอม** สินค้าแท้100%+ข้อมูลเพิ่มเติม Line: @774omoyh (มี@),False,25,https://www.tiktok.com/@natchagrowsup
1,56500.0,2115.0,1500000.0,2348.0,511.0,126.0,กินข้าวเช้าดี หรือไม่ดี!? #TiktokUni #รู้จากTiktok #รักสุขภาพ #longervideos #มากกว่า60วิ #พยาบาลนุ่มนิ่ม #สงสัยเก่ง #ตามติดชีวิตพยาบาล,th,5168,1700000,246,0,47100000,6695383324720120834,num_nimmm,พยาบาลนุ่มนิ่ม,มา “สงสัยเก่ง”ไปด้วยกันนะคะ ติดต่องาน ID : @num_nimmm FA Prime / IC license,False,2106,https://www.tiktok.com/@num_nimmm
1,8567.0,2205.0,854800.0,1379.0,323.0,62.0,"#3สัญญาณเตือนสำคัญนิ่วในไต‼️ #insightcreatorsearch #tiktokthailand #tiktokvideo #เทรนด์วันนี้tiktok อย่าให้สุขภาพมีค่าเมื่อความเจ็บป่วยมาถึง‼️ สุขภาพที่ดีไม่ใช่แค่ทฤษฎี“ แต่คือการลงมือปฏิบัติ ""เพจสุขภาพดี ชีวิตดีแน่นอน"" (ด็อกเตอร์โด่ง)",th,59000,15400,9940,0,120500,6985145630487495681,dr.dong.wellness.balance,Dr.หมอDong-สุขภาพดีชีวิตดี,(Dr.หมอDong-สุขภาพดีชีวิตดี) ช่องเดียวจบครบสุขภาพดี ยินดีให้คำปรึกษาครับ...,False,741,https://www.tiktok.com/@dr.dong.wellness.balance
1,17.0,15.0,3814.0,1.0,0.0,20.0,ป้ายยา เสื่อ Adidas Training Mat - 10 มม. สายสุขภาพ️️Weight training ต้องมี พิกัด จิ้มลิ้งนี้ได้เลยค่ะ #เสื่อโยคะ #Weighttraining #Adidas #BenzMedese Homegym,th,1259,645,79,0,6136,6570154079526895617,benzflashmedese,BenzFlashMedese,,False,274,https://www.tiktok.com/@benzflashmedese
1,132.0,70.0,7909.0,29.0,10.0,157.0,รีวิวน้ำหอมกลิ่น Pretzel จาก Auntie Anne’s หอมหวาน ติดทน กลิ่นเหมือน Pretzel อบใหม่ เราว่าอานตี้แอนส์ทำได้ดีเกินคาดมาก ใครชอบกลิ่นขนมแนะนำเลย @Auntie Anne’s Pretzels #รีวิวน้ําหอม #ครีมทามือ #ถุงหอม #น้ําหอมกลิ่นขนม #ใช้ดีบอกต่อ #เห่อของใหม่ #แกะกล่องรีวิว #auntieannes #pretzels,th,2584,1546,245,0,77800,6989624858763592705,safeboobooo,Booboo & friends,ลงของอร่อยที่กินซ้ำๆ กินตามกระแส แนะนำอะไรใหม่ๆ เม้าซีรีส์ จิปาถะ,False,79,https://www.tiktok.com/@safeboobooo
1,8567.0,483.0,191600.0,3852.0,78.0,335.0,ภาพจำยังชัดเจน แต่วันนี้..!! #poplolipop8 #รีวิวน้ำหอม #รีวิวน้ำหอมอาหรับ #น้ำหอมอาหรับ #arabperfume #tiktokบิวตี้ #รีวิวบิวตี้ #unboxing #รีวิวบิวตี้ในtiktok,th,38500,141300,51,0,10200000,7217097603849225242,pop.lolipop8,pop.lolipop🦋,"Beauty&skintok🪞🫧 Dm for work🫶 :@ 203tjzkh (no barter) ไม่อนุญาตให้ดูดคลิปปรับ50,000฿!",False,1110,https://www.tiktok.com/@pop.lolipop8
1,1611.0,151.0,87100.0,418.0,54.0,37.0,ใหม่ก่อนใครอึกแล้วววว #โจมาโลน #jomalone #ใหม่ล่าสุด #น้ำหอมแท้แบ่งขายpraeploy #fyp #tiktok #น้ําหอมผู้หญิง #แฟชั่นผู้หญิง #jomalonelond#รีวิวน้ําหอม #รีวิวบิวตี้ #JoMaloneLondonTH,th,4058,101700,3,0,510500,7218930208794838022,pareploy.perfume,Pareploy.perfume,ขายแต่ของแท้ เท่านั้น บ้าน : @372oasiw สั่งซื้อ-สอบถาม,False,146,https://www.tiktok.com/@pareploy.perfume
2,348.5,37.5,18909.5,84.5,9.0,154.0,แกะกล่อง น้ำหอม Issey Miyake รุ่น Le Sel D'issey #ลักณิฌารีวิว #รีวิวน้ําหอม #น้ําหอม #EDT #nosponsor #fyp #foryoupage #น้ําหอมผู้ชาย #ของดีบอกต่อ สกินแคร์รูทูน สำหรับคนเป็นฝ้า #ฝ้า #ฝ้าแดด #สกินแคร์ #สกินแคร์รูทีน #ลักณิฌารีวิว #foryoupage #ใช้จริงรีวิวจริง #ของดีบอกต่อ #จริงใจ #รีวิวของดีบอกต่อ,th,162,49200,0,0,321200,7369968056356324353,toony464,ลักณิฌา รีวิว,ครูเคมี ชอบรีวิวสกินแคร์ น้ำหอม ไม่รับรีวิวสินค้า ปักตะกร้าเฉพาะของที่ตัวเองใช้,False,690,https://www.tiktok.com/@toony464
1,1335.0,127.0,42000.0,407.0,17.0,102.0,ไอ เบิ้บ @Glossier please sponsor me #glossier #glossierperfume #perfume #รีวิวน้ําหอม #น้ำหอมglossier #น้ำหอม #รีวิวบิวตี้,th,51900,12500,2980,0,1500000,7059589917098345499,mmmcherrycoke,อาแหยว￼👁️🫦👁️,"not a content creator i just share my แรนด้อม life️ sometimes for the plot, sometimes not all here are ©",False,1488,https://www.tiktok.com/@mmmcherrycoke
1,692.0,90.0,61300.0,201.0,16.0,146.0,Lancome ออกน้ำหอม IDOLE NOW ตัวใหม่ !! ##IDOLEBYLANCOME ##IDOLESRIDENOW##LancomeThailand #รีวิวน้ำหอม #รีวิวบิวตี้,th,12100,60800,1675,0,920200,6809520362692445185,momtifunction,Momtifunction,ผู้หญิง 30+ คุณแม่ลูกสองแชร์เรื่องราวที่จะทำให้ชีวิตผู้หญิงง่ายขึ้น,False,543,https://www.tiktok.com/@momtifunction
1,1127.0,16.0,13200.0,90.0,1.0,38.0,ป้ายยาน้ำหอม Everyday Use ที่จือชอบมากๆๆๆๆ ฮอตฮิตแบบว่า Jennie Blackpink เป็น Presenter อะค่ะทุกค๊นนน #น้ำหอม #วิธีเลือกน้ำหอม #รีวิวน้ำหอม #รีวิวบิวตี้ #น้ำหอมติดทน #น้ำหอมผู้ชาย #น้ำหอมผู้หญิง #perfume #perfumetiktok #lifestyle #tiktokbeauty #julesdoublev,th,1625,48600,434,0,780800,6974405545965519873,jules.doublev,#จือ Double V นักออกแบบบ้าน,CEO of Double V Space Interior Studio🪐 แชร์ชีวิตและมุมมองนักออกแบบตกแต่งภายใน,False,293,https://www.tiktok.com/@jules.doublev
1,115300.0,3937.0,1500000.0,25000.0,136.0,60.0,กลิ่นหมาเด็กไทนี่แบลร์แรงเอาเรื่อง! ฉีดเสื้อแล้วติดทนไป 2-3 วันเลยค่ะ เป็นน้ำหอมกลิ่นแป้งที่ติดทนแบบข้ามวัน #บ้านกู๊ด #น้ำหอมบ้านกู๊ด #น้ำหอมติดทน #น้ําหอม #กลิ่นหอมละมุน #น้ําหอมกลิ่นแป้งเด็ก #น้ำหอมกลิ่นหมาเด็กไทนี่แบลร์,th,5752,73900,6,0,1300000,7256449268411630597,baangood_official,น้ำหอมบ้านกู๊ด,CEO น้ำหอมบ้านกู๊ด ปรุงกลิ่นน้ำหอมขึ้นใหม่ทุกกลิ่น ไม่ทำน้ำหอมDupe,False,900,https://www.tiktok.com/@baangood_official
1,722.0,49.0,24100.0,67.0,17.0,168.0,เปิดกรุห้องสกินแคร์,th,4546,242100,201,0,7700000,6853338283176444929,beauteiei,บิ้วตี้ไดอารี่ 💖✨,รับผลิตสกินแคร์เกาหลี @TheOneBeauty.Official สกินแคร์เกาหลี @beautyfaceth .,False,941,https://www.tiktok.com/@beauteiei
1,1803.0,21.0,151100.0,67.0,21.0,97.0,สกินแคร์ที่ใช้แล้วไม่เคยนอกใจ!!,th,14400,739300,806,0,10700000,6721729765265523713,mintchymeow,Mintchymeow,️ติดต่องาน/workonly ID line : mintchymeow,False,758,https://www.tiktok.com/@mintchymeow
1,31500.0,4035.0,503000.0,1284.0,491.0,41.0,วิธี Glow Up แบบธรรมชาติไม่ใช้สกินแคร์ไม่ใช้อาหารเสริม #นมดิบ #looksmaxing #ราขานมดิบ #ปลาดิบ,th,673,28700,32,0,1400000,7496787848882144263,wikrom_is_mtn,ราชานมดิบ,08 คนไทยแท้ 100% Ig: Wikrom_mtn,False,47,https://www.tiktok.com/@wikrom_is_mtn
1,56.0,3.0,3740.0,7.0,3.0,26.0,Unbox น้ำหอมกลิ่นใหม่ของร้านกันค่ะ ใครอยากตัวหอมแบบดาราสาวเจณิสตา พิกัดในคอมเม้นเลย #น้ำหอมแบ่งขาย #น้ำหอมเจนิส #รีวิวน้ําหอม,th,4129,13200,440,0,68100,6541956071248920577,sniffperfume,sniff perfume น้ำหอมแท้แบ่งขาย,น้ำหอมแท้แบ่งขาย ‼️ของแท้‼️ @736mbpad << ราคาดีกว่าในตต อ่างศิลา-บางแสน แมสได้,False,117,https://www.tiktok.com/@sniffperfume
2,239.5,254.0,20950.0,99.5,7.0,69.0,น้ำหอมขวดบางที่สุดในโลก ออกรุ่นใหม่แล้ว กลิ่นเป็นยังไงน้าา #ร้านโอเล่ #รีวิวน้ําหอม #perfumetiktok #น้ําหอมเคาต์เตอร์แบรนด์แท้ #lancome #idolenow #น้ําหอมแบรนแท้ ตอบกลับ @ศิริวรรณ ขาวพุ่ม น้ำหอมเด็กมัธยมวัยใส คิขุ จุ๊ บุ จุ๊ บุ จุ๊บๆ #perfumetiktok #perfume #fragrance #รีวิวบิวตี้ #รีวิวน้ําหอม #newperfume2024 #คลาสแฟนชั่น #รีวิวบิวตี้ #น้ําหอม #รีวิวบิวตี้ในtiktok #ลูกคุณหนู,th,49300,99000,73,0,1900000,6912101353256420354,phitthayat,โลกของโอเลเล่.,‼️ย้ายไปไลฟ์ช่องสำรองทุกวัน‼️ แบ่งขายน้ำหอมแท้ กดตรงลิงค์โปรเพียบ,False,110,https://www.tiktok.com/@phitthayat
1,15500.0,215.0,157600.0,290.0,33.0,117.0,Unbox น้ำหอมกลิ่นใหม่จาก @Cartier Déclaration #CartierParfums,th,3080,1000000,70,0,59600000,6810600392691778562,taninsr,TaninS,COO @bondi jelly @bonnana (บอนนาน่า) ️ IG @taninsr / YouTube: TaninS,False,888,https://www.tiktok.com/@taninsr
1,42.0,3.0,6455.0,2.0,3.0,47.0,Unboxing น้ำหอมขวดใหม่ น้ำหอมของ MCM หอมมากกก!! ##น้ําหอม ##unboxing ##ดูแลตัวเอง ##tiktokครีเอเตอร์ ##รีวิวใช้ดีบอกต่อ@@ตัวมัมสกินแคร์,th,3619,232,27,0,4048,7021760329433482241,tuamom.review,ตัวมัมมารีวิว,สั่งสินค้ากดที่ตะกร้าหน้าช่องนะคะ ห้ามดูดคลิปเจอปรับ30000,False,180,https://www.tiktok.com/@tuamom.review
1,1826.0,85.0,36800.0,334.0,23.0,17.0,รูทีนสิวด้วยครีมซอง... #clearnose #เคลียร์โนส #acne #ลดสิว #สกินแคร์ #รีวิวสกินแคร์ #รีวิวบิวตี้,th,5417,25000,14,0,149000,7261670729828320261,patzreview,ᴾᴬᵀᶻ◞˚(แพท~),∞ LIVE : เคลียร์โนส(โปรพิเศษ) รีวิว : สกินแคร์ / คสอ. ️ ห้ามนำคลิป/เสียง/LIVEไปใช้ เจอพาไปติดคุก ️ ∞,False,629,https://www.tiktok.com/@patzreview
3,7690.333333333333,283.3333333333333,173400.0,3305.6666666666665,77.0,136.66666666666666,ตอบกลับ @Von Von รวมมาให้ทั้งรูทีนสำหรับคนเป็นเซปเดิร์มและผิวบอบบางแพ้ง่ายเลยค่ะ #รีวิวบิวตี้ #เรื่องผิว #สกินแคร์รูทีนกับพี่น้ำเฟรนลี่ #สกินแคร์รูทีน #หมอน้ําเฟรนลี่ #เซปเดิร์ม ตอบกลับ @Jaogamskin มาแล้วค่ะ รูทีนสำหรับผิวแห้งแต่อุดตันง่าย เป็นเพียงตัวอย่างสกินแคร์เพื่อเป็นแนวทางในการเลือกสกินแคร์ให้เก่งขึ้นและเหมาะสมกับตัวเอง ตามงบได้เลยน้า #รีวิวบิวตี้ #เรื่องผิว #มอยส์เจอไรเซอร์ #สกินแคร์รูทีนกับพี่น้ำเฟรนลี่ #หมอน้ําเฟรนลี่ #ผิวแห้ง เพราะรักหรอกนะ! ถึงจัดรูทีนมาให้ ลองดูรูทีนง่ายๆสำหรับคนเป็นสิว ผิวมันจากครีมซองในเซเว่นค่า ผลลัพธ์ขึ้นอยู่กับแต่ละบุคคล #เรื่องผิว #รีวิวบิวตี้ #รักษาสิว #หมอน้ำเฟรนลี่ #tiktokuni #tiktokป้ายยา #สิวจากแมส #รักษาสิวด้วยตัวเอง #ครีมซองเซเว่น,th,9798,192400,350,0,7200000,6852690066785010690,drnoramon,พี่น้ำเฟรนลี่ 🤭,Skin&Skincare/Lifestyle/Beauty แบบจริงใจ ติดต่องาน Line:@drnoramon,False,1548,https://www.tiktok.com/@drnoramon
1,1292.0,49.0,253000.0,709.0,30.0,47.0,หน้าเนียนกริบไม่ต้องพึ่งหัตถการ No Spon คัดมาให้แล้ว #รีวิวสกินแคร์ #โนสปอน#สกินแคร์#ผลิตภัณฑ์ดูแลผิว#สกินแคร์รูทีน,th,4575,101900,437,0,1400000,6565706039726735361,handzz__,แฮ้นนน,work for line: handdd. (มีจุด),False,293,https://www.tiktok.com/@handzz__
1,522.0,26.0,36500.0,115.0,3.0,85.0,สกินแคร์แบรนด์เกาหลีราคาน่ารัก ทำครบรูทีนแล้วผิวฉ่ำมากกก แบรนด์ APLB เลยยย ในไทยมี official store ในแอปส้มคับบ #A#APLBA#APLBThailandเ#เซรั่มเกาหลีส#สกินแคร์เกาหลีรีวิวสกินแคร์,th,17000,389200,158,0,11400000,102984142140723200,babyjingko,babyjingko.,meet me on ig&yt @babyjingko babyjingko.work@gmail.com :,False,302,https://www.tiktok.com/@babyjingko
1,2680.0,368.0,102900.0,915.0,52.0,66.0,สกินแคร์รูทีน ลดฝ้าแดด จุดด่างดำ ปรับแค่นี้ ผิวดีขึ้นแน่นอน!,th,75300,625900,1418,0,30100000,6813748846566016002,echopwt,Echopwt,"Skincare | Makeup | Lifestyle Dry skin ,PC: Bright Winter ติดต่องานไลน์ @echopwt",False,3602,https://www.tiktok.com/@echopwt
1,15700.0,746.0,169500.0,4263.0,61.0,386.0,แชร์สกินแคร์ที่ใช้รักษาสิวเอง #รักษาสิวด้วยตัวเอง #รีวิวบิวตี้ #tiktokบิวตี้ #skincareroutine #รีวิวสกินแคร์ #ใช้ดีบอกต่อ #fpy @mmaysaa,th,108,2867,35,0,250100,7486165224182350864,piamaysa,เปียจะบอกให้ฟัง,For work : @916dxbfb,False,58,https://www.tiktok.com/@piamaysa
1,9553.0,646.0,250300.0,2176.0,61.0,76.0,รีวิวน้ำหอมลูกคุณ ลูกรักคนใหม่ของแปม #รีวิวน้ําหอม #น้ําหอม #น้ําหอมติดทน #น้ําหอมลูกคุณหนู #น้ําหอมผู้หญิง #เลอลาโบ #lelabo #emsphere,th,4366,17900,304,0,863100,6807255361155236865,lallapamm,ลัลลาแปม,Lifestyle | Foodie | Travel แปมแปม Ig: lallapam ติดต่องานรบกวน DM IG,False,414,https://www.tiktok.com/@lallapamm
2,9845.0,206.5,307450.0,1918.0,33.5,67.0,ป้ายยาน้ำหอมลูกคุณหนู รักมากกกฉีดล่อยสุด! #แพรมารีวิว #รีวิวน้ําหอม #fypシ กลิ่นตัวลูกรักพระเจ้า⌛️ #แพรมารีวิว #น้ําหอม #selfcare #women,th,41400,194800,74,0,11900000,73499899981,ppairwps,เรียกแพรหมวย,ติดต่องาน line@189tqxma,False,1776,https://www.tiktok.com/@ppairwps
1,123.0,5.0,10100.0,18.0,4.0,30.0,รีวิวกลิ่นน้องคนสวยยย ใครชอบกลิ่นคุณหนูขวดนี้ห้ามพลาด My Burberry Blush #thirdviewscent #น้ําหอม #น้ำหอมแบ่งแท้ #รีวิวน้ําหอม #น้ำหอมผู้หญิง,th,150,6203,15,0,16100,7478548151751164936,thirdviewscentv2,ขวดความหอม ThirdView Scent,ช่องสำรอง สนใจน้ำหอมในตะกร้า ช่องทางการติดตาม,False,63,https://www.tiktok.com/@thirdviewscentv2
1,1913.0,404.0,159700.0,588.0,28.0,31.0,Chanel Chance eau Tendre EDP หอมคุณหนู น่ารัก สดใส แต่เรียบหรูดูแพง #รีวิว #รีวิวน้ําหอม #น้ำหอม #น้ำหอมแบ่งขาย,th,12700,51600,6,0,531400,6936986746481034241,perfume.th,Perfume.TH,แบ่งขายน้ำหอม | unbox 🆔 : @132ulyju (มี@),False,194,https://www.tiktok.com/@perfume.th
1,258.0,9.0,12800.0,95.0,7.0,88.0,เปิดกรุน้ำหอมลูกคุณหนู #รีวิวน้ําหอม #น้ําหอม #dior #chole #chloé #burberry#burberryyher #รีวิวบิวตี้,th,19400,6920,172,0,86600,7097534151142917147,ccheries__,เชอรี่เบบี้พิ้ง,IG: ccheries,False,191,https://www.tiktok.com/@ccheries__
1,2186.0,236.0,82300.0,477.0,34.0,95.0,น้ำหอมผู้หญิงกลิ่นฮิต ที่ผู้หญิงทุกคนต้องมี #รีวิวน้ําหอม #น้ําหอมผู้หญิง #น้ําหอมผู้หญิงยอดนิยม #น้ําหอมกลิ่นเทียบแบรนด์ #น้ำหอมlayer,th,18,6211,0,0,26400,7463780293016880136,layerperfume,Layer Perfume,น้ำหอม Dupe คุณภาพพรีเมี่ยม เริ่มต้น 99 บาท ใช้กลิ่นดัง แบบสบายกระเป๋า ป้ายยาในไลฟ์ทุกวัน 21.00 น.,False,25,https://www.tiktok.com/@layerperfume
1,1382.0,12.0,44300.0,36.0,33.0,430.0,เมื่อฉันซื้อน้ำหอมมาให้ลูกสาว @idoraperfume @gracy_pattanan #นานินาโนลูกแฝดแม่จอยจี้ #จอยจี้รีวิว #เพจj_jeans #น้ําหอม,th,1645,775900,467,0,24000000,6668865551891267586,joyjee69,แม่จอยจี้,CEO แบรนด์ Chutimon ฝากติดตามTT ช่องสำรอง: joyjee69สำรอง1 TT: joyjee69สำรอง2,False,2594,https://www.tiktok.com/@joyjee69
1,2695.0,213.0,94600.0,758.0,16.0,94.0,5 น้ำหอมผู้หญิง กลิ่นน่ารัก เซ็กซี่หวานๆ 🩷 #perfume #รีวิวน้ําหอม #น้ำหอม #น้ําหอมผู้หญิง,th,1115,7216,23,0,40300,7255950573828260870,aimmkun8,Aimmkun,ติดต่องานเท่านั้น ซื้อน้ำหอมแบ่ง @095puuiv Ig : aimmkun,False,75,https://www.tiktok.com/@aimmkun8
1,90.0,0.0,6116.0,15.0,10.0,15.0,สาวกเซเว่นต้องไม่พลาด! ขอแนะนำน้ำหอมเอสเซนส์ หอมหวานสไตล์ลูกคุณ ใน 7-Eleven ที่ช่วยเพิ่มความมั่นใจให้กลิ่นตัวหอมมมละมุน ติดทนไปทั้งวัน จะเลือกใช้กลิ่นไหน ก็พร้อมกระจายความหอม จนใคร ๆ ก็ต้องหันมอง ขนาดพกพา 3 มล. ราคาเพียง 29.- กลิ่นสวีตตี้ ฮันนี่ (SWEETY HONEY) ความหอมดุจน้ำผึ้งที่แสนหวาน กลิ่นบลูมมี่ โน้ต (BLOOMY NOTE) ความหอมที่พร้อมไปกับคุณทุกจังหวะ จะสนุก สุข เศร้า ก็หอมตินทนนาน 24 ชั่วโมง ดีไซน์เทปคาสเซ็ทสุดเก๋ ไม่ซ้ำใคร ️ ใช้หัวน้ำหอมจากประเทศฝรั่งเศส พกพาง่าย สะบายกระเป๋า พิกัด : 7-Eleven ใกล้บ้าน . #bloomynotes #น้ำหอมเอสเซนส์ #esxense #esxenseperfume #Allmember #น้ำหอมเซเว่น #น้ำหอมติดทน #น้ำหอมในตำนาน #น้ำหอมผู้หญิง #น้ำหอม #ระงับกลิ่นกาย #น้ำหอมถูกและดี #น้ำหอมพกพา #ของดีบอกต่อ #7Eleven #Sweetyhoney #Bloomynote,th,153,22300,6,0,305500,6849228248544674818,esxenseperfume,Esxense Perfume,น้ำหอมเอสเซนส์ ใช้หัวน้ำหอมแท้จากประเทศฝรั่งเศส FB : Esxense Perfume,False,112,https://www.tiktok.com/@esxenseperfume
